PassengerId,Survived,Pclass,Sex,SibSp,Parch,Fare,Age_wiki,Hometown,Boarded,Destination
1033,,1,female,0,0,151.55,33.0,"Montreal, Quebec, Canada",Southampton,"Montreal, Quebec, Canada"
1034,,1,male,1,3,262.375,61.0,"Cooperstown, New York, US",Cherbourg,"Cooperstown, New York, US"
1035,,2,male,0,0,26.0,28.0,"London, England, UK",Southampton,New York City
1036,,1,male,0,0,26.55,42.0,"Jordanstorp, Södermanland, Sweden",Southampton,"New York, New York, US"
1037,,3,male,3,0,18.0,31.0,"Zwevezele, Belgium",Southampton,"Fremont, Ohio, US"
1038,,1,male,0,0,51.8625,44.0,"Brighton, Massachusetts, US",Southampton,"Brighton, Massachusetts, US"
1039,,3,male,0,0,8.05,22.0,"Pontardawe, West Glamorgan, Wales",Southampton,"Pontiac, Michigan, US"
1040,,1,male,0,0,26.55,59.0,"Roachdale, Indiana, US",Southampton,"Roachdale, Indiana, US"
1041,,2,male,1,1,26.0,35.0,"Minneapolis, Minnesota, US",Southampton,"Minneapolis, Minnesota, US"
1042,,1,female,0,1,83.1583,,,,
1043,,3,male,0,0,7.8958,30.0,"Gabrovo, Bulgaria",Cherbourg,"Madison, Wisconsin, US"
1044,,3,male,0,0,,51.0,"Liverpool, Merseyside, England,",Southampton,New York City
1045,,3,female,0,2,12.1833,36.0,"Salmunds, Gotland, Sweden",Southampton,"Los Angeles, US"
1046,,3,male,4,2,31.3875,13.0,"Alseda, Småland, Sweden",Southampton,"Worcester, Massachusetts, US"
1047,,3,male,0,0,7.55,19.0,"Saint Sampson, Guernsey, Channel Islands, England",Southampton,"Albion, New York, US"
1048,,1,female,0,0,221.7792,31.0,"New York, New York, US",Southampton,"New York, New York, US"
1049,,3,female,0,0,7.8542,,,,
1050,,1,male,0,0,26.55,42.0,"London, England, UK",Southampton,"Toronto, Ontario, Canada"
1051,,3,female,0,2,13.775,26.0,"Southampton, Hampshire, England",Southampton,"Elizabeth, New Jersey, US"
1052,,3,female,0,0,7.7333,17.0,"Kilcogy, Cavan, Ireland",Queenstown,New York City
1053,,3,male,1,1,15.2458,8.0,"Tibnin, Lebanon",Cherbourg,"Dowagiac, Michigan, US"
1054,,2,female,0,0,13.5,26.0,"Yeovil, Somerset, England",Southampton,"Cottage Grove, Oregon, US"
1055,,3,male,0,0,7.0,32.0,"London, England",Southampton,New York City
1056,,2,male,0,0,13.0,28.0,"Scheyern, Bavaria, German Empire[note 2]",Southampton,"St. Cloud, Minnesota, US"
1057,,3,female,1,1,22.025,26.0,"Zürich, Switzerland",Southampton,"Milwaukee, Wisconsin, US"
1058,,1,male,0,0,50.4958,48.0,"Omaha, Nebraska, US",Cherbourg,"Omaha, Nebraska, US"
1059,,3,male,2,2,34.375,18.0,"Rotherfield, East Sussex, England",Southampton,"Essex County, New Jersey, US"
1060,,1,female,0,0,27.7208,36.0,"New York, New York, US",Cherbourg,"New York, New York, US"
1061,,3,female,0,0,8.9625,22.0,"Stora Tuna, Sweden",Southampton,"Evanston, Illinois, US"
1062,,3,male,0,0,7.55,26.0,"Edinburgh, Scotland",Southampton,New York City
1063,,3,male,0,0,7.225,27.0,"Kiğı, Turkey",Cherbourg,"Brantford, Ontario, Canada"
1064,,3,male,1,0,13.9,23.0,"New Haven, Connecticut, US",Southampton,"New Haven, Connecticut, US"
1065,,3,male,0,0,7.2292,20.0,"Unknown, Syria",Cherbourg,New York City
1066,,3,male,1,5,31.3875,40.0,"Alseda, Småland, Sweden",Southampton,"Worcester, Massachusetts, US"
1067,,2,female,0,2,39.0,15.0,"Cape Town, South Africa, UK",Southampton,"Seattle, Washington, US"
1068,,2,female,0,0,36.75,20.0,"St. Ives, Cornwall, England",Southampton,"Hancock, Michigan, US"
1069,,1,male,1,0,55.4417,54.0,"Newark, New Jersey, US",Cherbourg,"Newark, New Jersey, US"
1070,,2,female,0,3,39.0,35.0,"Guntur, Madras Province, British India[note 3]",Southampton,"Benton Harbor, Michigan, US"
1071,,1,female,0,2,83.1583,64.0,"Lakewood, New Jersey, US",Cherbourg,"Lakewood, New Jersey, US"
1072,,2,male,0,0,13.0,32.0,"Sarnia, Ontario, Canada",Southampton,"Sarnia, Ontario, Canada"
1073,,1,male,1,1,83.1583,37.0,"Lakewood, New Jersey, US",Cherbourg,"Lakewood, New Jersey, US"
1074,,1,female,1,0,53.1,18.0,"New York, New York, US",Southampton,"New York, New York, US"
1075,,3,male,0,0,7.75,16.0,"Limerick, Limerick, Ireland",Queenstown,New York City
1076,,1,female,1,1,247.5208,27.0,"Montreal, Quebec, Canada",Cherbourg,"Montreal, Quebec, Canada"
1077,,2,male,0,0,16.0,36.0,"Weston-super-Mare, North Somerset, England",Southampton,"Moose Jaw, Saskatchewan, Canada"
1078,,2,female,0,1,21.0,21.0,"Ilfracombe, Devon, England",Southampton,"New Brighton, Pennsylvania, US"
1079,,3,male,2,0,8.05,17.0,"West Bromwich, Staffordshire, England",Southampton,"Pontiac, Michigan, US"
1080,,3,female,8,2,69.55,10.0,"Peterborough, Cambridgeshire, England",Southampton,"Jacksonville, Florida, US"
1081,,2,male,0,0,13.0,40.0,"Barre, Vermont, US",Southampton,"Barre, Vermont, US"
1082,,2,male,1,0,26.0,32.0,"Warwick, Warwickshire, England",Southampton,New York City
1083,,1,male,0,0,26.0,43.0,"New York, New York, US",Cherbourg,"New York, New York, US"
1084,,3,male,1,1,14.5,9.0,"London, England",Southampton,"North Wales, Pennsylvania, US"
1085,,2,male,0,0,12.35,61.0,"Chelsea, Michigan, US",Southampton,"Chelsea, Michigan, US"
1086,,2,male,0,2,32.5,8.0,"Greenport, New York, US",Southampton,"Greenport, New York, US"
1087,,3,male,0,0,7.8542,33.0,"Göteborg, Västergötland, Sweden",Southampton,New York City
1088,,1,male,0,2,134.5,6.0,"Tuxedo Park, New York, US",Cherbourg,"Tuxedo Park, New York, US"
1089,,3,female,0,0,7.775,18.0,"Lysvik, Värmland, Sweden",Southampton,"Missoula, Montana, US"
1090,,2,male,0,0,10.5,23.0,"Saint Peter Port, Guernsey, Channel Islands",Southampton,New York City
1091,,3,female,0,0,8.1125,62.0,"Haugesund, Rogaland, Norway",Southampton,"Centerville, South Dakota, US"
1092,,3,female,0,0,15.5,34.0,"Dublin, Ireland",Queenstown,New York City
1093,,3,male,0,2,14.4,0.33,"Göteborg, Västergötland, Sweden",Southampton,"Stanton, Iowa, US"
1094,,1,male,1,0,227.525,47.0,"New York, New York, US",Cherbourg,"New York, New York, US"
1095,,2,female,1,1,26.0,8.0,"Plymouth, Devon, England",Southampton,"Detroit, Michigan, US"
1096,,2,male,0,0,10.5,30.0,"Redruth, Cornwall, England",Southampton,"Houghton, Michigan, US"
1097,,1,male,0,0,25.7417,29.0,"Le Havre, France",Cherbourg,"New York, New York, US"
1098,,3,female,0,0,7.75,42.0,"Terry, Mayo, Ireland",Queenstown,"Chicago, Illinois, US"
1099,,2,male,0,0,10.5,25.0,"London, England",Southampton,"Port Byron, New York, US"
1100,,1,female,0,0,27.7208,34.0,"Paris, France",Cherbourg,"Cincinnati, Ohio, US"
1101,,3,male,0,0,7.8958,25.0,"Bakić, Bosnia",Southampton,"Harrisburg, Pennsylvania, US"
1102,,3,male,0,0,22.525,33.0,"Bergen, Norway",Southampton,New York City
1103,,3,male,0,0,7.05,34.0,"Philadelphia, Pennsylvania, US",Southampton,"Philadelphia, Pennsylvania, US"
1104,,2,male,0,0,73.5,20.0,"Fritham, Hampshire, England, UK",Southampton,"Boston, Massachusetts, US"
1105,,2,female,1,0,26.0,60.0,"Swindon, Wiltshire, England",Southampton,"Idaho, US"
1106,,3,female,4,2,7.775,38.0,"Vadsbro, Sörmland, Sweden",Southampton,"Manistee, Michigan, US"
1107,,1,male,0,0,42.5,42.0,"Chelsea, London, England, UK",Southampton,"New York, New York, US"
1108,,3,female,0,0,7.8792,20.0,"Derrymartin, Mayo, Ireland",Queenstown,New York City
1109,,1,male,1,1,164.8667,58.0,"Youngstown, Ohio, US",Southampton,"Youngstown, Ohio, US"
1110,,1,female,1,1,211.5,50.0,"Philadelphia, Pennsylvania, US",Southampton,"Philadelphia, Pennsylvania, US"
1111,,3,male,0,0,8.05,36.0,"Unknown, Scotland",Southampton,New York City
1112,,2,female,1,0,13.8583,30.0,"Barcelona, Catalonia, Spain",Cherbourg,"Havana, Cuba"
1113,,3,male,0,0,8.05,21.0,"London, England",Southampton,"Toronto, Ontario, Canada"
1114,,2,female,0,0,10.5,22.0,"Oxford, Oxfordshire, England",Southampton,New York City
1115,,3,male,0,0,7.7958,21.0,"Oskarshamn, Kalmar, Sweden",Southampton,"Brooklyn, New York, US"
1116,,1,female,0,0,27.4458,53.0,"Washington, DC, US",Cherbourg,"Washington, DC, US"
1117,,3,female,0,2,15.2458,24.0,"Hardîne, Lebanon",Cherbourg,"Houtzdale, Pennsylvania, US"
1118,,3,male,0,0,7.7958,23.0,"Oskarshamn, Kalmar, Sweden",Southampton,"Minneapolis, Minnesota, US"
1119,,3,female,0,0,7.75,27.0,"Trien, Roscommon, Ireland",Queenstown,New York City
1120,,3,male,0,0,15.1,39.0,"Bristol, Avon, England",Southampton,"Troy, New York, US"
1121,,2,male,0,0,13.0,36.0,"Devonport, Devon, England",Southampton,"Middletown, Connecticut, US"
1122,,2,male,0,0,65.0,14.0,"Yeovil, Somerset, England",Southampton,"Bernardsville, New Jersey, US"
1123,,1,female,0,0,26.55,21.0,"Duluth, Minnesota, US",Southampton,"Duluth, Minnesota, US"
1124,,3,male,1,0,6.4958,21.0,"Vaasa, Finland",Southampton,"Montreal, Quebec, Canada"
1125,,3,male,0,0,7.8792,21.0,"Boherbue, Cork, Ireland",Queenstown,New York City
1126,,1,male,1,0,71.2833,39.0,"New York, New York, US",Cherbourg,"New York, New York, US"
1127,,3,male,0,0,7.8542,29.0,"Östra Sallerup, Skåne, Sweden",Southampton,"St. Paul, Minnesota, US"
1128,,1,male,1,0,75.25,63.0,"Portland, Oregon, US",Cherbourg,"Portland, Oregon, US"
1129,,3,male,0,0,7.225,20.0,"Unknown, Lebanon",Cherbourg,New York City
1130,,2,female,1,1,13.0,18.0,"Joensuu, Finland, Russian Empire[note 6]",Southampton,"Detroit, Michigan, US"
1131,,1,female,1,0,106.425,48.0,"Minneapolis, Minnesota, US",Cherbourg,"Minneapolis, Minnesota, US"
1132,,1,female,0,0,27.7208,55.0,"Stockholm, Sweden",Cherbourg,"New York, New York, US"
1133,,2,female,0,2,30.0,45.0,"London, England, UK",Southampton,"Montreal, Quebec, Canada"
1134,,1,male,1,1,134.5,45.0,"Tuxedo Park, New York, US",Cherbourg,"Tuxedo Park, New York, US"
1135,,3,male,0,0,7.8875,34.0,"Manchester, England",Southampton,"Springfield, Massachusetts, US"
1136,,3,male,1,2,23.45,8.0,"Thornton Heath, London, England",Southampton,"New London, Connecticut, US"
1137,,1,male,1,0,51.8625,41.0,"Pittsburgh, Pennsylvania, US",Southampton,"Pittsburgh, Pennsylvania, US"
1138,,2,female,0,0,21.0,28.0,"Pittsburgh, Pennsylvania, US",Southampton,"Pittsburgh, Pennsylvania, US"
1139,,2,male,1,1,32.5,42.0,"Greenport, New York, US",Southampton,"Greenport, New York, US"
1140,,2,female,1,0,26.0,29.0,"Porthoustock, Cornwall, England",Southampton,"Sacramento, California, US"
1141,,3,female,1,0,14.4542,20.0,"Hardîne, Lebanon",Cherbourg,"Wilkes Barre, Pennsylvania, US"
1142,,2,female,1,2,27.75,0.83,"Bournemouth, Dorset, England",Southampton,"Gainesville, Florida, US"
1143,,3,male,0,0,7.925,20.0,"Dalsbruk, Finland",Southampton,"Hoboken, New Jersey, US"
1144,,1,male,1,0,136.7792,27.0,"Los Angeles, California, US",Cherbourg,"Los Angeles, California, US"
1145,,3,male,0,0,9.325,24.0,"Genevad, Halland, Sweden",Southampton,"Red Wing, Minnesota, US"
1146,,3,male,0,0,9.5,27.0,"Vienna, Austria",Southampton,New York City
1147,,3,male,0,0,7.55,20.0,"London, England",Southampton,"Rochester, New York, US"
1148,,3,male,0,0,7.75,22.0,"Currowhunane, Sligo, Ireland",Queenstown,"Patterson, New Jersey, US"
1149,,3,male,0,0,8.05,28.0,"Västra Bogane, Orust Island, Sweden",Southampton,New York City
1150,,2,female,0,0,13.0,19.0,"Rochester, New York, US",Southampton,"Rochester, New York, US"
1151,,3,male,0,0,7.775,21.0,"Krøkstad, Ski, Norway",Southampton,"Chicago, Illinois, US"
1152,,3,male,1,0,17.4,36.0,"Tampico, Montana, US",Southampton,"Tampico, Montana, US"
1153,,3,male,0,0,7.8542,21.0,"Hörby, Skåne, Sweden",Southampton,"St. Paul, Minnesota, US"
1154,,2,female,0,2,23.0,29.0,"Heamoor, Cornwall, England",Southampton,"Akron, Ohio, US"
1155,,3,female,1,1,12.1833,1.0,"Grimshut, Småland, Sweden",Southampton,New York City
1156,,2,male,0,0,12.7375,34.0,"Milford, New Hampshire, US",Southampton,"Milford, New Hampshire, US"
1157,,3,male,0,0,7.8958,44.0,"Unknown, Bulgaria",Southampton,"Coon Rapids, Iowa, US"
1158,,1,male,0,0,0.0,40.0,"Belfast, Ireland, UK",Belfast,"New York, New York, US"
1159,,3,male,0,0,7.55,30.0,"Portsmouth, Hampshire, England",Southampton,New York City
1160,,3,female,0,0,8.05,27.0,"North Walsham, Norfolk, England",Southampton,"Albion, Michigan, US"
1161,,3,male,0,0,8.6625,17.0,"Bukovac, Croatia",Southampton,"Chicago, Illinois, US"
1162,,1,male,0,0,75.2417,46.0,"Vancouver, British Columbia, Canada",Southampton,"Vancouver, British Columbia, Canada"
1163,,3,male,0,0,7.75,28.0,"Mullingar, Westmeath, Ireland",Queenstown,New York City
1164,,1,female,1,0,136.7792,26.0,"Los Angeles, California, US",Cherbourg,"Los Angeles, California, US"
1165,,3,female,1,0,15.5,18.0,"Ballymahon, Longford, Ireland",Queenstown,New York City
1166,,3,male,0,0,7.225,20.0,"Sir'Al, Lebanon",Cherbourg,New York City
1167,,2,female,1,0,26.0,20.0,"Skara, Västergötland, Sweden",Southampton,"Rockford, Illinois, US"
1168,,2,male,0,0,10.5,28.0,"Guernsey, Channel Islands",Southampton,New York City
1169,,2,male,1,0,26.0,40.0,"Liverpool, Merseyside, England, UK",Southampton,"Philadelphia, Pennsylvania, US"
1170,,2,male,1,0,21.0,45.0,"Bristol, Avon, England",Southampton,"New Britain, Connecticut, US"
1171,,2,male,0,0,10.5,22.0,"London, England",Southampton,"North Bergen, New Jersey, US"
1172,,3,female,0,0,8.6625,23.0,"Konjsko Brdo, Croatia",Southampton,"Chicago, Illinois, US"
1173,,3,male,1,1,13.775,0.58,"Southampton, Hampshire, England",Southampton,"Elizabeth, New Jersey, US"
1174,,3,female,0,0,7.75,22.0,"Carrowskehine, Mayo, Ireland",Queenstown,New York City
1175,,3,female,1,1,15.2458,9.0,"Tibnin, Lebanon",Cherbourg,"Dowagiac, Michigan, US"
1176,,3,female,1,1,20.2125,2.0,"Suistamo, Finland",Southampton,"Astoria, Oregon, US"
1177,,3,male,0,0,7.25,26.0,"Week St Mary, Cornwall, England",Southampton,"Saskatoon, Saskatchewan, Canada"
1178,,3,male,0,0,7.25,38.0,"Wellingborough, Northamptonshire, England",Cherbourg,Canada
1179,,1,male,1,0,82.2667,24.0,"Minneapolis, Minnesota, US",Southampton,"Minneapolis, Minnesota, US"
1180,,3,male,0,0,7.2292,25.0,"Kiğı, Turkey",Cherbourg,"Brantford, Ontario, Canada"
1181,,3,male,0,0,8.05,22.0,"Bridgwater, Somerset, England",Southampton,"Elmira, New York, US"
1182,,1,male,0,0,39.6,36.0,"Paris, France",Southampton,"New York, New York, US"
1183,,3,female,0,0,6.95,30.0,"Athlone, Westmeath, Ireland",Queenstown,New York City
1184,,3,male,0,0,7.2292,20.0,"Tebnine, Lebanon",Cherbourg,New York City
1185,,1,male,1,1,81.8583,52.0,"San Francisco, California, US",Southampton,"San Francisco, California, US"
1186,,3,male,0,0,9.5,36.0,"Westrozebeke, Belgium",Southampton,"Detroit, Michigan, US"
1187,,3,male,0,0,7.8958,26.0,"Terziysko, Troyan, Bulgaria",Southampton,"Chicago, Illinois, US"
1188,,2,female,1,2,41.5792,1.0,"Paris, France",Cherbourg,"Cap-Haïtien, Haiti"
1189,,3,male,2,0,21.6792,40.0,"Hardîne, Lebanon",Cherbourg,"Wilkes-Barre, Pennsylvania, US"
1190,,1,male,0,0,45.5,30.0,"London, England, UK",Southampton,"New York, New York, US"
1191,,3,male,0,0,7.8542,29.0,"Chicago, Illinois, US",Southampton,"Chicago, Illinois, US"
1192,,3,male,0,0,7.775,32.0,"Lunna, Orust Island, Sweden",Southampton,"Manitowoc, Wisconsin, US"
1193,,2,male,0,0,15.0458,25.0,"Paris, France",Cherbourg,New York City
1194,,2,male,0,1,21.0,42.0,"Ilfracombe, Devon, England",Southampton,"New Brighton, Pennsylvania, US"
1195,,3,male,0,0,8.6625,24.0,"Bukovac, Croatia",Southampton,"Chicago, Illinois, US"
1196,,3,female,0,0,7.75,24.0,"Tipperary, Ireland",Queenstown,"Bayonne, New Jersey, US"
1197,,1,female,1,1,26.55,64.0,"Milwaukee, Wisconsin, US",Southampton,"Milwaukee, Wisconsin, US"
1198,,1,male,1,2,151.55,30.0,"Montreal, Quebec, Canada",Southampton,"Montreal, Quebec, Canada"
1199,,3,male,0,1,9.35,0.83,"London, England",Southampton,"Norfolk, Virginia, US"
1200,,1,male,1,1,93.5,55.0,"Montreal, Quebec, Canada",Southampton,"Montreal, Quebec, Canada"
1201,,3,female,1,0,14.1083,45.0,"Racine, Wisconsin, US",Southampton,"Racine, Wisconsin, US"
1202,,3,male,0,0,8.6625,18.0,"Široka Kula, Croatia",Southampton,"Chicago, Illinois, US"
1203,,3,male,0,0,7.225,22.0,"Kiğı, Turkey",Cherbourg,"Brantford, Ontario, Canada"
1204,,3,male,0,0,7.575,17.0,"London, England",Southampton,"Providence, Rhode Island, US"
1205,,3,female,0,0,7.75,47.0,"Aclare, Sligo, Ireland",Queenstown,"Hartford, Connecticut, US"
1206,,1,female,0,0,135.6333,55.0,"New York, New York, US",Cherbourg,"New York, New York, US"
1207,,3,female,0,0,7.7333,17.0,"Ballysadare, Sligo, Ireland",Queenstown,New York City
1208,,1,male,1,0,146.5208,57.0,"New York, New York, US",Cherbourg,"New York, New York, US"
1209,,2,male,0,0,10.5,18.0,"Tavistock, Devon, England",Southampton,"Wilkes Barre, Pennsylvania, US"
1210,,3,male,0,0,7.8542,27.0,"Tågarp, Skåne, Sweden",Southampton,New York City
1211,,2,male,2,0,31.5,22.0,"Guernsey, Channel Islands",Southampton,"Elizabeth, New Jersey, US"
1212,,3,male,0,0,7.775,26.0,"Hartford, Connecticut, US",Southampton,"Hartford, Connecticut, US"
1213,,3,male,0,0,7.2292,25.0,"Kiğı, Turkey",Cherbourg,"Brantford, Ontario, Canada"
1214,,2,male,0,0,13.0,26.0,"London, England",Southampton,"Boston, Massachusetts, US"
1215,,1,male,0,0,26.55,59.0,"Liverpool, Merseyside, England, UK",Southampton,"New York, New York, US"
1216,,1,female,0,0,211.3375,29.0,"St Louis, Missouri, US",Southampton,"St Louis, Missouri, US"
1217,,3,male,0,0,7.05,23.0,"Buenos Aires, Argentina",Southampton,New York City
1218,,2,female,2,1,39.0,12.0,"Guntur, Madras Province, British India",Southampton,"Benton Harbor, Michigan, US"
1219,,1,male,0,0,79.2,46.0,"New York, New York, US",Cherbourg,"New York, New York, US"
1220,,2,male,1,0,26.0,29.0,"Netley Abbey, Hampshire, England",Southampton,"San Francisco, California, US"
1221,,2,male,0,0,13.0,21.0,"Göteborg, Västergötland, Sweden",Southampton,"Rockford, Illinois, US"
1222,,2,female,0,2,36.75,48.0,"St. Ives, Cornwall, England",Southampton,"Houghton, Michigan, US"
1223,,1,male,0,0,29.7,39.0,"Philadelphia, Pennsylvania, US",Cherbourg,"Philadelphia, Pennsylvania, US"
1224,,3,male,0,0,7.225,16.0,"Unknown, Lebanon",Cherbourg,"Columbus, Ohio, US"
1225,,3,female,1,1,15.7417,19.0,"Zgharta, Lebanon",Cherbourg,"Waterbury, Connecticut, US"
1226,,3,male,0,0,7.8958,27.0,"Kricina, Croatia",Southampton,"Great Falls, Montana, US"
1227,,1,male,0,0,26.0,30.0,"Brockton, Massachusetts, US",Southampton,"Brockton, Massachusetts, US"
1228,,2,male,0,0,13.0,32.0,"Madeira, Portugal",Southampton,"São Paulo, Brazil"
1229,,3,male,0,2,7.2292,,,,
1230,,2,male,0,0,31.5,25.0,"Guernsey, Channel Islands, UK",Southampton,"Elizabeth, New Jersey, US"
1231,,3,male,0,0,7.2292,10.0,"Hardîne, Lebanon",Cherbourg,"Wilkes Barre, Pennsylvania, US"
1232,,2,male,0,0,10.5,18.0,"Truro, Cornwall, England, UK",Southampton,"Houghton, Michigan, US"
1233,,3,male,0,0,7.5792,32.0,"Simrishamn, Skåne, Sweden",Southampton,"Los Angeles, US"
1234,,3,male,1,9,69.55,44.0,"Peterborough, Cambridgeshire, England",Southampton,"Jacksonville, Florida, US"
1235,,1,female,0,1,512.3292,58.0,"Germantown, Pennsylvania, US",Cherbourg,"Germantown, Pennsylvania, US"
1236,,3,male,1,1,14.5,10.0,"London, England",Southampton,"North Wales, Pennsylvania, US"
1237,,3,female,0,0,7.65,16.0,"Sondmore, Norway",Southampton,"Los Angeles, California, US"
1238,,2,male,0,0,13.0,25.0,"Orange, New Jersey, US",Southampton,"Orange, New Jersey, US"
1239,,3,female,0,0,7.2292,22.0,"Youngstown, Ohio, US",Cherbourg,"Youngstown, Ohio, US"
1240,,2,male,0,0,13.5,25.0,"London, England",Southampton,New York City
1241,,2,female,0,0,21.0,36.0,"Maidenhead, Berkshire, England",Southampton,"Mamaroneck, New York, US"
1242,,1,female,0,1,63.3583,45.0,"New York, New York, US",Cherbourg,"New York, New York, US"
1243,,2,male,0,0,10.5,25.0,"London, England",Southampton,"Detroit, Michigan, US"
1244,,2,male,0,0,73.5,18.0,"Lyndhurst, Hampshire, England",Southampton,"Eden, Manitoba, Canada"
1245,,2,male,1,2,65.0,49.0,"Yeovil, Somerset, England",Southampton,"Bernardsville, New Jersey, US"
1246,,3,female,1,2,20.575,0.17,"Bartley Farm, Hampshire, England",Southampton,"Wichita, Kansas, US"
1247,,1,male,0,0,26.0,50.0,"Torquay, Devon, England, UK",Southampton,"San Francisco, US"
1248,,1,female,2,0,51.4792,59.0,"Belmont, Massachusetts, US",Southampton,"Belmont, Massachusetts, US"
1249,,3,male,0,0,7.8792,21.0,"Sandhurst, Kent, England",Southampton,"Ontario, New York, US"
1250,,3,male,0,0,7.75,22.0,"Waterford, Waterford, Ireland",Queenstown,New York City
1251,,3,female,1,0,15.55,30.0,"Helsingborg, Skåne, Sweden",Southampton,"Hartford, Connecticut, US"
1252,,3,male,8,2,69.55,13.0,"Peterborough, Cambridgeshire, England",Southampton,"Jacksonville, Florida, US"
1253,,2,female,1,1,37.0042,24.0,"Montreal, Quebec, Canada",Cherbourg,"Montreal, Quebec, Canada"
1254,,2,female,0,0,21.0,31.0,"Bristol, Avon, England",Southampton,"New Britain, Connecticut, US"
1255,,3,male,0,0,8.6625,27.0,"Široka Kula, Croatia",Southampton,"Chicago, Illinois, US"
1256,,1,female,1,0,55.4417,21.0,"New York, New York, US",Cherbourg,"New York, New York, US"
1257,,3,female,1,9,69.55,44.0,"Peterborough, Cambridgeshire, England",Southampton,"Jacksonville, Florida, US"
1258,,3,male,1,0,14.4583,28.0,"Kfar Mechi, Syria",Cherbourg,"Ottawa, Ontario, Canada"
1259,,3,female,0,0,39.6875,22.0,"Ylihärmä, South Ostrobothnia, Finland",Southampton,"Coal Center, Pennsylvania, US"
1260,,1,female,0,1,59.4,44.0,"New York, New York, US",Cherbourg,"New York, New York, US"
1261,,2,male,0,0,13.8583,29.0,"Barcelona, Catalonia, Spain",Cherbourg,"Havana, Cuba"
1262,,2,male,1,0,11.5,21.0,"Porthleven, Cornwall, England",Southampton,"Camden, New Jersey, US"
1263,,1,female,0,0,134.5,31.0,"Tuxedo Park, New York, US",Cherbourg,"Tuxedo Park, New York, US"
1264,,1,male,0,0,0.0,49.0,"Liverpool, Merseyside, England, UK",Southampton,"New York, New York, US"
1265,,2,male,0,0,13.0,44.0,"Toledo, Ohio, US",Southampton,"Montreal, Quebec, Canada"
1266,,1,female,1,1,81.8583,34.0,"San Francisco, California, US",Southampton,"San Francisco, California, US"
1267,,1,female,0,0,262.375,45.0,"Cooperstown, New York, US",Cherbourg,"Cooperstown, New York, US"
1268,,3,female,2,0,8.6625,22.0,"Zürich, Switzerland",Southampton,"Milwaukee, Wisconsin, US"
1269,,2,male,0,0,11.5,20.0,"Penzance, Cornwall, England",Southampton,"Akron, Ohio, US"
1270,,1,male,0,0,50.0,55.0,"Birmingham, West Midlands, England, UK",Southampton,"New York, New York, US"
1271,,3,male,4,2,31.3875,5.0,"Alseda, Småland, Sweden",Southampton,"Worcester, Massachusetts, US"
1272,,3,male,0,0,7.75,23.0,"Kingwilliamstown, Cork, Ireland",Queenstown,New York City
1273,,3,male,0,0,7.8792,19.0,"Broadford, Limerick, Ireland",Queenstown,"Larchmont, New York, US"
1274,,3,female,0,0,14.5,58.0,"Durban, South Africa",Southampton,"Groesbeck, Texas, US"
1275,,3,female,1,0,16.1,19.0,"Salisbury, Wiltshire, England",Southampton,"Philadelphia, Pennsylvania, US"
1276,,2,male,0,0,12.875,24.0,"Bath, Somerset, England",Southampton,"Asheville, North Carolina, US"
1277,,2,female,1,2,65.0,24.0,"Yeovil, Somerset, England",Southampton,"Bernardsville, New Jersey, US"
1278,,3,male,0,0,7.775,24.0,"Horset, Småland, Sweden",Southampton,"Joliet, Illinois, US"
1279,,2,male,0,0,13.0,57.0,"West Hoboken, New Jersey, US",Southampton,"West Hoboken, New Jersey, US"
1280,,3,male,0,0,7.75,21.0,"Knockmaria, Mayo, Ireland",Queenstown,"Philadelphia, Pennsylvania, US"
1281,,3,male,3,1,21.075,6.0,"Bjuv, Skåne, Sweden",Southampton,"Chicago, Illinois, US"
1282,,1,male,0,0,93.5,22.0,"Montreal, Quebec, Canada",Southampton,"Montreal, Quebec, Canada"
1283,,1,female,0,1,39.4,50.0,"Paris, France",Cherbourg,"Hanover, New Hampshire, US"
1284,,3,male,0,2,20.25,14.0,"East Providence, Rhode Island, US",Southampton,"East Providence, Rhode Island, US"
1285,,2,male,0,0,10.5,47.0,"Carleens, Cornwall, England",Southampton,"Butte, Montana, US"
1286,,3,male,3,1,22.025,29.0,"Zürich, Switzerland",Southampton,"Milwaukee, Wisconsin"
1287,,1,female,1,0,60.0,18.0,"Huntington, West Virginia, US",Cherbourg,"Huntington, West Virginia, US"
1288,,3,male,0,0,7.25,24.0,"Kilkinlea, Limerick, Ireland",Queenstown,"Sherbrooke, Quebec, Canada"
1289,,1,female,1,1,79.2,48.0,"Zürich, Switzerland",Cherbourg,"New York, New York, US"
1290,,3,male,0,0,7.775,22.0,"Lysvik, Värmland, Sweden",Southampton,"Missoula, Montana, US"
1291,,3,male,0,0,7.7333,31.0,"Philadelphia, Pennsylvania, US",Queenstown,"Philadelphia, Pennsylvania, US"
1292,,1,female,0,0,164.8667,30.0,"Youngstown, Ohio, US",Southampton,"Youngstown, Ohio, US"
1293,,2,male,1,0,21.0,38.0,"Harrowbarrow, Cornwall, England, UK",Southampton,"Clear Creek, Colorado, US"
1294,,1,female,0,1,59.4,22.0,"New York, New York, US",Cherbourg,"New York, New York, US"
1295,,1,male,0,0,47.1,17.0,"Montevideo, Uruguay",Southampton,"Montevideo, Uruguay"
1296,,1,male,1,0,27.7208,43.0,"London, England, UK",Southampton,"New York, New York, US"
